E_0,PX_0,PY_0,PZ_0,E_1,PX_1,PY_1,PZ_1,E_2,PX_2,PY_2,PZ_2,E_3,PX_3,PY_3,PZ_3,is_signal_new
163.1622,-86.631134,65.67866,-121.66866,91.57304,-51.508457,31.809689,-68.70694,90.666916,-49.231876,33.76845,-68.23785,91.103836,-48.686497,33.97436,-69.10337,0
243.34572,-146.38107,1.5685216,-194.38945,171.75002,-103.12356,0.1343075,-137.34477,90.03859,-49.86709,3.8560703,-74.8689,75.98194,-46.03711,-0.04976164,-60.446976,0
262.23868,121.51269,-40.0152,-228.91608,180.46512,83.86455,-28.422823,-157.24673,170.02036,77.60823,-18.593626,-150.12714,154.60597,71.541504,-22.503443,-135.1977,0
386.2353,244.84521,132.9903,267.47357,182.37807,116.8473,62.41744,125.34963,74.80763,47.662987,25.588396,51.668716,61.38591,38.779263,21.238243,42.58328,0
418.87244,-192.16273,-119.73564,-352.4074,204.14134,-89.55483,-53.31075,-175.53229,79.3521,-36.00552,-22.311455,-67.1011,65.71681,-30.427277,-18.532795,-55.221516,0
163.3858,97.70311,117.21593,-58.390484,105.326996,65.65606,78.306305,-25.518244,57.94557,30.70568,45.897476,-17.557682,53.617264,29.381714,41.901592,-15.993202,0
273.38727,-230.84923,39.389362,-141.05928,218.18991,-186.09604,7.5819583,-113.655685,72.296104,-61.480408,2.472325,-37.95753,38.75775,-30.996874,0.6417309,-23.258232,0
159.94899,-153.1932,-34.781563,30.095905,140.95819,-131.71564,-38.558952,32.14668,55.067665,-51.461685,-14.985842,12.631997,48.46609,-46.80803,-9.393036,8.351133,0
202.34074,-150.66298,-9.8118105,134.70773,112.198135,-83.13291,-4.246839,75.228355,98.37851,-77.21615,-1.1923412,60.94732,94.946884,-70.29344,-3.5603886,63.726494,0
226.58394,-111.91305,-196.49646,14.314191,159.2048,-57.74115,-148.18706,7.261294,44.426136,-16.369198,-41.25256,1.9892404,19.330326,-5.8426905,-18.388721,1.1744956,0
71.43087,35.925076,-61.426105,6.212241,60.239277,29.376026,-52.351925,5.0095468,41.527824,20.984255,-35.688614,3.247162,31.089506,11.286826,-28.325245,6.07004,0
163.4709,70.483154,-111.235664,-96.858086,94.54155,41.58803,-65.2946,-54.269287,65.201515,19.769926,-49.614716,-37.400097,55.199226,23.482662,-38.85866,-31.393047,0
600.3224,215.87057,-76.80125,-554.87695,400.66754,143.94328,-50.823708,-370.44806,213.17734,76.78862,-27.422491,-196.96722,169.0839,60.77023,-21.780842,-156.27519,0
251.6143,-21.872091,-234.45341,88.67338,184.32368,-2.6035037,-175.55736,56.10756,93.68466,-8.576872,-87.227234,33.08568,27.894722,-2.7582397,-25.939943,9.880633,0
126.01598,-101.12763,-49.669743,56.445953,102.99964,-83.91389,-39.335777,44.945324,103.14803,-75.42005,-35.420982,60.80038,94.646095,-69.29594,-34.49381,54.462227,0
145.95277,135.15642,-4.6887608,-54.89053,98.30086,91.89865,-11.04226,-33.10233,39.71642,36.652187,-1.359823,-15.236864,32.903816,30.613016,-0.40078732,-12.055861,0
394.4943,44.485115,263.0782,290.57993,177.70538,16.772327,120.84732,129.20456,52.468822,4.253718,35.663147,38.249485,37.71454,4.006673,25.183939,27.786726,0
170.40654,119.54628,-110.64702,50.0431,103.086655,67.360916,-70.83626,32.73515,62.960346,40.385986,-43.434956,21.12775,38.76236,24.60321,-27.095898,12.767722,0
235.90323,30.362701,115.80926,-203.26498,154.8416,29.77761,88.15588,-123.76491,78.38327,14.95957,43.618206,-63.384544,83.75177,10.793936,42.374317,-71.43015,0
105.81981,-105.12333,-1.6254036,-12.011483,76.944405,-75.91196,-0.43279517,-12.555031,41.41063,-41.03859,-0.7717506,-5.4844065,39.495407,-38.95144,-0.29381624,-6.52583,0
314.41266,-131.31136,285.54324,8.81471,45.57492,-19.306047,41.27829,0.6728185,38.334564,-15.2183,35.124367,2.0545275,29.391026,-12.38021,26.610968,1.5553588,0
211.13583,-12.214118,137.79607,159.5036,128.061,-7.408275,83.577965,96.744316,77.76006,-4.4480767,47.784275,61.184193,59.92463,-0.046767224,36.243385,47.721863,0
554.4197,102.40461,-291.78946,460.1667,166.72598,32.50911,-90.855545,135.96315,131.2314,21.912178,-71.79462,107.64325,43.61799,8.328146,-23.136774,36.025833,0
259.11038,148.6539,16.552425,211.5803,208.83054,122.02819,5.769793,169.36949,133.5925,79.30878,5.0296164,107.38611,32.836174,18.429247,2.1731765,27.089748,0
118.491516,99.09831,-14.144449,63.40108,74.089775,63.31127,-0.577934,38.47914,79.89123,58.174686,9.33424,53.95541,31.352743,25.752497,-1.1656027,17.845022,0
119.522964,-117.72909,18.92145,8.220677,75.77512,-74.68794,11.744652,5.0639563,68.77968,-67.78997,10.652263,4.657656,57.455223,-56.564728,9.360338,3.7307048,0
235.96268,-44.881607,162.26173,165.33348,135.78043,-26.115435,95.93528,92.47016,62.626884,-11.476019,43.476376,43.591656,60.311157,-11.472985,41.449013,42.282215,0
336.86032,-50.732216,329.17737,50.431877,95.342926,-15.067761,93.21237,13.217009,27.877928,-4.433965,27.21069,4.134882,24.1632,-7.1670856,22.619738,4.565147,0
158.06364,70.21972,103.27917,-96.88509,112.05663,49.474365,73.79713,-68.28587,91.526,30.012247,49.416103,-70.952965,73.843864,27.621666,37.00961,-57.6216,1
82.425606,-12.107921,79.87419,16.35518,62.56713,-1.8637719,60.46127,15.987709,56.93844,-4.536433,48.939857,28.745378,55.813087,-5.065314,42.54857,35.76399,1
89.325035,53.93918,12.518821,-70.091415,84.572075,47.454155,12.024237,-68.96345,79.54012,47.17728,9.648218,-63.307568,56.075985,33.0486,11.374631,-43.85116,1
90.584915,-82.21082,23.63941,29.802446,99.26281,-69.30826,34.803032,61.953365,73.49498,-66.70076,19.17955,24.179855,82.93876,-58.181244,31.255688,50.168346,1
150.01985,-118.3525,83.40685,39.267494,60.63863,-47.59123,34.037495,15.923791,38.129463,-30.357521,20.7885,10.005761,34.370613,-26.73419,20.160166,7.758211,1
194.95485,124.75653,92.11914,118.14087,215.58966,101.60936,109.717316,155.29504,117.73706,77.37716,56.431087,68.48593,85.12947,55.947353,40.80235,49.518574,1
124.56813,97.9012,72.54918,-25.868727,79.14369,62.226475,46.126,-16.24752,64.13928,50.47899,37.35919,-13.038795,42.85889,25.04316,34.77796,-0.46712554,1
140.26912,-11.367769,-75.95399,117.37629,117.91495,-3.5073285,-64.88975,98.39184,65.79859,4.041673,-45.219906,47.626457,62.75359,2.4819763,-43.106773,45.53745,1
210.40453,-84.529816,121.96348,149.16328,63.22872,-26.50457,37.385307,43.5628,58.257114,-24.050268,34.955612,39.919685,62.795647,-29.736624,29.493504,46.788456,1
134.40463,-75.2009,-103.143295,-42.081947,39.805767,-21.767096,-31.195621,-11.727148,31.045406,-17.150692,-23.877573,-9.976602,27.549145,-25.031406,-10.993856,-3.3939993,1
328.75635,111.1576,239.40945,-195.97919,145.38046,48.453716,106.7578,-85.967964,82.844955,27.865269,60.344624,-49.450375,51.30201,18.035336,38.015404,-29.3505,0
118.814476,9.106717,111.65833,39.577324,72.649086,7.162957,67.21803,26.614246,40.855503,9.492558,39.572403,3.6178148,35.720573,8.093183,34.68154,2.7659438,0
228.3773,65.6612,-48.476135,-213.29526,207.31694,58.619274,-46.05731,-193.44978,218.13594,43.98445,-42.488388,-209.38814,125.96717,34.840786,-31.727375,-116.82132,0
968.08624,-327.61145,153.63168,-897.91925,215.81702,-51.756104,27.043499,-207.76654,205.3405,-50.599483,21.595053,-197.83344,141.43105,-34.91294,14.970468,-136.23404,0
121.085625,91.25524,-62.804527,48.88559,97.21004,76.97946,-46.239624,37.22701,44.30435,35.067707,-21.424362,16.556812,45.451546,25.236614,-28.425642,24.918655,0
155.09146,-101.49008,-50.863712,-105.66932,152.12253,-98.98351,-49.957146,-104.152824,119.09007,-77.664825,-39.231613,-81.311134,107.22571,-69.61417,-35.45377,-73.445564,0
235.71545,23.416264,-229.2224,-49.70455,77.18647,9.850573,-74.07525,-19.328062,44.53135,5.727143,-42.505215,-11.9811325,40.926254,5.137569,-39.175617,-10.669345,0
366.3486,170.52553,212.0968,245.24942,277.24792,117.80545,154.33336,197.91286,26.422155,10.956391,14.4108305,19.246187,20.639208,8.548835,11.438813,14.901273,0
180.68842,162.90654,61.031574,48.835503,134.28194,121.02831,45.193375,36.624393,123.82558,111.672775,41.894505,33.26882,32.265804,28.66158,11.661411,9.143718,0
123.11722,-23.59848,-90.63545,79.91356,121.60472,-22.265997,-87.38623,81.58174,68.05204,-18.994438,-53.643963,37.317776,72.53215,-14.848706,-52.596947,47.686367,0
206.72055,-135.00703,70.897285,139.571,99.962074,-51.941402,64.03263,56.518394,79.02362,-42.05852,50.967407,43.337482,76.960556,-48.737442,24.152388,54.44493,1
136.08485,80.377235,78.024574,-77.27065,117.07186,89.79864,45.292313,-59.92189,88.4342,50.57996,53.835545,-48.62108,68.199,53.434826,26.693443,-32.913254,1
193.21893,-182.47226,-60.360245,-19.851233,99.678055,-81.6736,-56.26149,-9.989099,75.54915,-64.718796,-38.594215,-5.444035,27.700443,-26.159767,-8.653424,-2.845932,1
146.30103,144.1731,15.455662,19.473785,91.38313,90.053986,9.653977,12.1637945,41.9479,37.54238,-18.369278,3.5728734,33.443336,32.92447,4.6598425,3.5667818,1
144.7644,82.297066,106.76883,52.76688,67.35567,34.896572,49.665684,29.194767,60.06433,34.15836,45.725605,18.710941,42.467434,36.254063,8.587712,20.380804,1
203.101,-180.78311,-59.765865,70.67899,154.75215,-136.54549,-49.08168,53.80103,75.070724,-72.1924,3.3115976,20.320055,52.952156,-35.798595,-1.4534689,38.990753,1
93.535194,5.5399323,72.530235,-58.80056,73.380646,3.2229097,55.551617,-47.8367,59.098827,2.9215877,45.27225,-37.875572,49.196884,-3.260346,42.218704,-25.045649,1
155.09634,-22.988167,-152.34554,-17.811699,136.70934,-19.386034,-135.31639,-1.7607925,55.549137,21.391033,-47.70953,-18.75983,37.362488,-5.5378165,-36.69982,-4.2908125,1
89.953835,72.758705,-48.159325,-21.87563,88.03003,70.56278,-4.1115694,-52.471664,70.88737,60.794605,-3.0922017,-36.32455,40.68773,34.20699,-20.36029,-8.41616,1
258.02838,-176.00383,22.997171,187.27632,82.794106,-66.648705,28.421576,40.0628,65.27425,-46.623676,25.054367,38.199978,49.79588,-38.467865,3.9508955,31.372654,1
143.17708,108.66743,-27.154972,-89.18336,95.18729,51.706467,-27.615341,-74.99636,60.352737,44.11704,-26.03332,-31.91247,59.160686,44.90132,-11.220419,-36.850513,1
221.90024,-22.386698,-211.6017,62.954494,115.50583,-4.2473907,-111.04309,31.511728,59.080753,-1.9223877,-56.785084,16.195492,32.71943,-15.611579,-27.606003,8.046621,1
144.89633,50.446163,-85.41071,105.617905,89.322426,53.04286,-41.583637,58.615284,78.2707,46.40093,-36.49741,51.39256,51.271652,30.07495,-23.617804,34.15376,1
80.17046,14.425644,76.57174,-18.867268,83.04699,12.420777,54.388306,-61.517796,48.58746,8.785348,44.38386,-17.709646,62.139126,8.190976,43.812546,-43.29711,1
56.180344,-29.212158,-32.77065,-35.0566,80.71817,-31.3795,-28.251509,-68.793915,47.564995,-22.60426,-30.073318,-29.104498,49.92545,-10.280688,-33.77783,-35.29754,1
96.84672,72.382706,-58.034275,27.78585,72.582634,53.775745,-44.046135,20.888887,65.404816,48.744164,-39.148853,19.213623,54.17646,27.10107,-44.85985,13.7191305,1
110.73472,-74.05379,-42.784645,-70.339806,91.91547,-59.14338,-58.53904,-39.034527,81.213745,-50.37091,-58.784138,-24.553392,25.708559,-17.009253,-16.427717,-10.086897,1
108.47314,-23.89806,89.97414,-55.677284,63.204144,-11.287826,52.588905,-33.192707,28.6539,9.480573,25.609629,-8.678232,23.345497,7.724208,20.865204,-7.070508,1
149.96385,-124.50565,69.65808,-46.208782,47.69957,-33.329468,32.777843,-9.487283,44.86113,-32.273598,29.620434,-9.672932,37.49934,-31.230133,17.274979,-11.508892,1
201.95227,-30.011856,74.12021,185.44595,115.94484,-10.834918,78.78698,84.370735,132.56314,-6.570579,69.80507,112.50363,97.15132,-13.942094,35.67906,89.280464,1
118.21475,-6.6781116,114.11808,-30.119686,74.63399,-14.032745,61.196648,-40.352,69.59256,-12.686341,59.0534,-34.56699,74.31575,-26.802366,46.859753,-51.07472,1
174.44072,109.527084,-51.54166,-125.605896,186.1328,70.77584,-79.10127,-152.90254,81.43704,30.143589,-35.608757,-66.74857,43.99937,26.834328,-10.339962,-33.30088,1
136.27638,116.33398,-67.27786,-22.612986,128.07571,83.08492,-91.367256,33.945694,35.052673,28.193888,-20.422087,-4.0906124,33.81714,27.283846,-19.44558,-4.5891204,1
122.33648,83.38987,-63.25843,63.330204,119.34949,81.348495,-61.847248,61.657444,87.470665,59.231937,-45.521732,45.502388,68.00907,46.407005,-34.992886,35.314613,1
363.6457,204.04436,71.252686,-292.45026,136.0395,85.56911,-3.433325,-105.70187,54.012604,33.713802,5.630661,-41.821484,59.105618,33.241566,6.2247195,-48.473965,1
140.94922,135.09601,-22.783148,-33.116108,79.83943,72.940414,7.6493583,-31.551842,59.812992,57.51431,-9.763988,-13.204652,51.9554,48.9105,-13.090197,-11.652179,1
261.26767,-71.25564,-235.82056,87.01775,76.79075,-15.433133,-69.97917,27.596235,59.315945,-32.095528,-49.198418,8.232478,48.36466,-28.667864,-38.154404,7.8444376,1
73.0639,49.713554,37.73502,37.98637,72.16364,52.73115,32.773903,36.781635,59.594624,43.931732,27.32815,29.575228,47.211422,43.97187,6.99453,15.699347,1
292.46512,60.733925,-239.44093,156.57355,79.7149,-7.4317393,-68.456635,40.161205,75.26153,-1.9860338,-66.630806,34.938362,76.81943,19.185455,-63.54014,38.67549,1
193.67888,-177.7437,-20.333372,74.197296,80.33662,-61.54587,2.561648,51.570488,54.90956,-50.149906,-6.028364,21.533825,53.40415,-36.266613,-21.937235,32.488358,1
422.14056,29.511017,-211.39359,-364.20395,263.24063,16.990143,-142.8777,-220.43805,247.68214,16.118639,-125.00418,-213.21489,95.98725,6.3540816,-48.534485,-82.56865,0
224.4946,80.87884,-98.939674,-184.5735,183.61247,64.31692,-81.23137,-151.58607,118.51395,37.97024,-57.442356,-96.45824,120.44243,42.421497,-53.115276,-99.42616,0
501.8723,-106.793846,321.648,-370.15326,96.64692,-20.154352,61.83499,-71.4903,87.21558,-14.865252,57.19486,-64.14304,49.636524,-10.53466,34.336987,-34.26043,0
182.4401,0.59319836,-125.2326,132.66812,160.74583,0.5116056,-111.2552,116.02259,99.87225,-7.3701954,-64.66154,75.75641,85.00958,-1.0090822,-58.533436,61.639664,0
485.18878,246.53012,117.42208,-401.0525,144.5577,78.20807,30.80767,-117.6066,128.95705,65.76709,31.713253,-106.29619,61.945248,30.973257,15.219905,-51.44148,0
287.5301,62.54006,176.20981,-218.43169,168.8475,23.541597,109.87815,-126.02406,112.25617,3.531712,72.714775,-85.449036,32.2287,0.48716143,22.189291,-23.368507,0
104.36391,-95.68233,-26.003185,32.56611,51.634712,-47.392426,-8.201354,18.784018,49.769173,-45.670326,-8.495046,17.861301,45.64532,-41.734447,-7.878091,16.723248,0
299.94418,-203.2624,208.69139,-71.40601,139.55142,-99.66863,90.1675,-37.55777,29.802004,-23.614641,17.077288,-6.2349358,29.472048,-21.251703,19.568092,-5.8357925,0
872.5856,-319.57318,-180.35913,-791.67487,236.07355,-84.20183,-40.686993,-216.76102,132.81732,-48.33296,-27.536087,-120.60733,25.50533,-9.654538,-5.549853,-22.945826,0
180.23404,69.831184,24.091343,-164.40048,208.37662,71.47671,16.181314,-195.06424,160.44145,62.853683,15.083601,-146.84468,171.51541,55.09663,18.349815,-161.3852,0
141.97374,116.91751,75.34473,28.460651,91.62978,67.00571,61.91616,-8.523004,48.840267,35.715206,33.00239,-4.5429096,43.602978,33.665268,25.88947,9.879525,1
736.18744,-248.2368,-132.97939,-680.1962,203.5449,-69.94073,-34.49654,-188.0128,228.32405,-70.037926,-17.232779,-216.63239,48.824295,-28.671726,4.872816,-39.21734,1
111.98903,-95.978676,-6.6597223,-57.317406,82.54078,-70.72855,-3.9044662,-42.36988,82.01046,-70.1851,-3.461077,-42.282246,57.00244,-47.444046,-23.51357,-21.105753,1
110.090355,72.22463,-6.899162,-82.80031,90.24765,61.1418,-4.0226655,-66.25811,81.17053,57.009163,-1.2776961,-57.766586,61.033134,39.59232,-2.643664,-46.37351,1
211.32124,138.98178,-27.01041,156.87947,112.98647,73.859985,-14.946036,84.18588,95.10911,61.73446,-12.193519,71.31562,38.85152,35.418888,2.7238274,15.732892,1
64.19123,-62.187805,-12.578354,9.74555,43.82043,-38.07995,-6.6413646,-20.640738,43.467888,-37.54085,-0.16326267,-21.911531,36.517246,-31.971289,0.38015166,-17.6409,1
249.82957,17.251621,62.57154,-241.25092,172.93762,27.533894,56.81435,-161.00134,178.08376,-3.5362213,60.559242,-167.43326,227.22054,11.01298,54.487442,-220.31569,1
222.9666,104.24943,-28.025673,195.09158,171.17615,80.3361,-21.446976,149.62424,186.2298,73.353905,-12.715702,170.70164,164.67809,64.77245,-4.9885116,151.32256,1
56.383728,30.061844,-47.70085,-0.19745065,49.02949,26.115269,-41.390602,2.9499044,42.912132,28.9067,-31.277803,-5.249076,38.24853,28.767141,-24.15229,-7.215863,1
75.98292,40.84103,41.817963,48.545567,97.867905,25.282701,49.280857,80.686485,74.29048,37.245525,40.041668,50.284298,65.02242,16.793674,32.279007,53.888344,1
137.88435,22.53006,-102.67449,-89.232506,124.43302,16.202713,-90.70786,-83.624954,74.201836,1.1469986,-54.926315,-49.876812,44.998543,5.7850413,-33.43094,-29.559679,0
180.85057,-126.64629,121.84519,42.67778,137.30351,-96.2628,92.59187,31.819418,111.851395,-78.27722,75.65662,25.6805,87.49098,-61.199993,59.85612,18.068699,0
265.99332,124.309906,81.75591,220.48912,169.76262,87.21385,7.384084,145.45985,129.19907,76.04798,9.235832,104.0375,153.49786,48.52119,-8.510312,145.37834,0
127.18909,109.09463,33.461,56.176384,64.29684,54.757324,17.570545,28.757524,62.82281,53.84423,16.398323,27.903399,40.76482,35.019398,10.22125,18.191717,0
622.43677,103.89539,317.11584,-525.42444,132.95326,21.96969,68.8017,-111.62539,38.299183,6.6649714,15.913588,-34.19303,31.63611,5.045779,15.810025,-26.933746,0
110.087715,65.261284,79.90449,38.412796,100.66326,60.210342,72.80552,34.74425,89.83303,54.81613,64.08307,30.96006,70.754234,42.83193,50.719265,24.477402,0
112.9017,-82.66185,6.4174266,76.63308,98.53303,-72.6784,5.4075046,66.312645,79.52795,-57.637966,4.7511396,54.58924,50.020645,-43.25545,5.238955,24.567947,0
172.10625,-132.03352,-106.91726,27.502869,161.6617,-127.54847,-94.3821,30.95009,120.580696,-95.41155,-69.93453,23.355951,54.997677,-44.323742,-30.321009,11.865358,0
289.68488,-56.285233,131.72227,251.79068,283.05197,-67.267044,119.21437,247.7529,118.36125,-28.519386,49.72934,103.55203,88.86734,-22.262602,36.316853,77.99274,0
148.49933,142.59212,25.280935,32.86965,92.76183,86.56564,22.88735,24.234613,73.46361,68.46361,17.31016,20.248322,72.75543,68.16204,16.715597,19.180145,0
131.6364,-108.852455,-23.773296,70.100746,88.94129,-70.8391,-18.307692,50.568787,124.24745,-63.771286,-27.135328,103.12287,77.684586,-48.128185,-11.224274,59.9382,1
262.2149,0.6781608,105.083206,240.2368,238.21303,9.422453,92.81995,219.18286,101.38191,1.3352579,40.72243,92.83422,96.38228,-0.052487664,39.06689,88.109695,1
116.987564,-4.876348,114.96569,21.09978,114.5129,-10.108028,113.120346,14.656685,42.58018,-1.384938,41.730022,8.352184,39.494495,-1.5722674,38.79793,7.2155023,1
261.9294,71.05397,-227.38115,-108.88597,124.4438,25.898762,-110.28344,-51.50803,48.421734,10.212858,-42.78665,-20.240164,25.127022,-1.893148,-24.801949,3.5562086,1
153.28717,98.3086,65.60478,-97.61346,101.01347,48.81077,52.199024,-71.389725,86.14534,60.204536,9.475973,-60.882175,70.70777,49.490486,7.8053823,-49.893456,1
93.329765,-32.703674,-33.877827,-80.580444,101.60311,-4.158615,-44.283447,-91.35028,98.98011,-2.7974794,-44.003784,-88.61661,81.55812,-2.9395173,-35.44621,-73.393814,1
264.9426,-48.130245,-95.32735,-242.46803,205.1883,-36.34575,-74.17481,-187.8279,182.74557,-23.194012,-59.095547,-171.36423,138.58208,-25.744457,-50.737095,-126.3644,1
254.54977,20.949715,95.920334,-234.85312,173.23654,50.177246,58.039818,-155.32071,186.45686,15.256338,70.555504,-171.91663,154.9419,17.43956,54.262424,-144.0779,1
190.97014,-33.622036,96.07099,-161.5844,190.59978,-36.516754,63.88038,-175.82407,115.14352,-19.597418,58.07101,-97.47681,129.36955,-22.241545,41.702595,-120.42711,1
302.7634,117.6049,3.2658517,-278.9697,230.83054,89.48461,11.90264,-212.44661,170.78328,66.681046,14.087296,-156.59538,119.52695,33.76447,32.198772,-110.04495,1
102.975815,29.054173,94.8,27.799854,76.28805,23.61955,70.65246,16.438171,69.53055,-17.70857,63.18657,22.986113,44.152172,11.824038,40.834446,11.922859,1
260.62643,-136.37752,8.870672,221.92032,195.4232,-99.66068,18.279486,167.10426,159.94283,-56.84252,5.892685,149.3851,108.34305,-55.721157,9.775366,92.400276,1
116.32075,-91.896286,-47.5234,53.17062,66.82577,-58.671383,-8.335145,30.884905,51.7734,-37.865086,12.244413,33.11789,39.483215,-34.81957,-9.371747,16.08391,1
167.48376,-130.567,91.22397,51.78086,71.27178,-59.82999,38.425488,-4.8498497,47.197865,-35.808105,30.713514,-1.4485185,44.627735,-34.44649,28.355602,-1.0167582,1
177.02095,-119.06913,4.231739,-130.92383,163.75526,-112.50077,15.892724,-117.927025,37.317966,-31.579649,15.488484,-12.468488,46.206886,-32.119667,4.686371,-32.885273,1
161.50113,74.09368,8.425932,143.25412,156.6426,66.89532,2.1123435,141.62436,131.41179,65.05582,4.830082,114.0766,108.49346,49.437637,5.7071657,96.40633,1
195.41942,20.0905,-96.37403,-168.81105,139.56898,17.48307,-65.15787,-122.18141,113.42597,15.160332,-55.657387,-97.662025,124.34524,29.59753,-46.56362,-111.43408,1
152.27327,117.529625,3.492538,96.75607,36.534588,32.43922,7.1755457,15.19818,34.27075,31.49189,-9.20002,9.904779,40.245018,30.437428,-2.4268403,26.217075,1
223.24452,-48.010746,-124.231735,-179.1635,107.44815,8.116426,-65.80938,-84.54794,57.860138,4.452447,-35.271458,-45.649704,52.93822,3.4667876,-32.387924,-41.73079,1
156.64645,62.174873,40.914238,-137.83476,94.412636,59.033184,13.598908,-72.41477,84.55335,33.18869,21.10251,-74.84961,80.24693,32.144268,20.642918,-70.570435,1
105.64687,101.82531,18.949194,-20.827782,44.53769,42.860336,8.225332,-8.884878,28.916937,27.810633,6.437669,-4.6167507,23.989939,22.775936,7.460683,-1.054572,0
913.90295,167.01915,222.24773,-870.5913,572.47595,99.008865,147.64198,-544.1763,246.5758,44.61794,60.004086,-234.96461,98.10942,17.565075,23.993397,-93.49462,0
292.99695,96.11916,111.19069,-253.46588,280.68625,118.49329,72.89,-243.78508,94.0947,34.627792,31.200754,-81.73887,90.6617,34.272724,27.093956,-79.4408,0
216.67703,-135.03342,166.31828,-32.452087,37.807816,-23.954964,28.74031,-5.4392266,34.94738,-19.103813,28.501665,-6.6346626,26.266306,-16.387821,20.09478,-4.1902194,0
331.23386,-301.7395,17.272823,135.53886,187.30939,-170.63063,9.767606,76.64585,31.011723,-28.455488,3.4023228,11.850581,14.060958,-13.386106,1.3722101,4.079188,0
160.68741,-126.24141,-81.06647,-57.548023,58.899757,-46.805172,-30.882538,-18.020159,49.830822,-39.513084,-24.47489,-17.966816,37.835392,-30.54394,-17.708464,-13.601289,0
142.57166,105.88248,-51.00381,-80.710526,135.08463,99.92042,-48.631237,-76.80344,123.71674,91.72731,-43.882893,-70.47144,112.20872,83.9657,-40.207165,-62.641384,0
125.348946,-108.972084,-35.53194,-50.743706,112.17294,-97.315544,-32.20952,-45.552166,84.53896,-73.72686,-17.074745,-37.678097,46.830853,-40.802208,-13.160059,-18.844667,0
114.86725,-100.74712,19.112015,51.761307,71.09588,-65.20117,5.031738,27.894665,70.58866,-61.39663,17.352894,30.20083,50.969078,-44.811077,8.348097,22.806217,0
190.51389,-131.28558,25.562672,135.66939,133.54088,-91.01018,18.799809,95.90037,124.53428,-86.461586,27.954416,85.1571,122.1115,-82.227875,17.472126,88.5693,0
116.28133,-88.19371,58.941463,47.635273,110.29633,-84.36712,54.50847,45.566418,80.85285,-61.84625,39.667244,33.745148,49.110695,-37.88961,23.875685,20.15414,0
254.99529,-143.99696,23.022974,-209.18272,203.83041,-115.77602,18.335476,-166.75299,183.87659,-100.07567,32.32405,-150.83307,37.715416,-22.167854,2.5215101,-30.408566,0
266.54556,-98.55408,-18.423923,246.97003,174.92082,-63.957325,-10.820665,162.44897,108.13915,-39.06774,-6.1717963,100.64639,91.12382,-31.64208,-7.215249,85.14851,0
139.33481,-77.94566,-115.47179,-2.219531,73.48143,-44.437523,-58.13633,-6.707765,49.524467,-38.82861,-30.717714,1.1975083,48.61031,-28.458591,-39.114273,-4.810874,0
168.21497,156.64511,21.807457,57.29763,110.27502,103.23388,16.499557,35.08718,44.994183,41.85564,6.9754543,14.964114,42.423943,39.241795,5.657731,15.095113,0
193.13347,16.81038,-143.58052,128.07257,161.91188,-20.026482,-124.78631,101.20658,50.073673,0.049612295,-37.65418,33.00807,41.80062,-2.007385,-32.867363,25.748762,0
